"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","total.sulfur.dioxide","pH","sulphates","alcohol","quality","type_wine"
"105",7.2,0.49,0.24,2.2,0.07,36,3.33,0.48,9.4,5,1
"3161",9.1,0.28,0.49,2,0.059,112,3.15,0.46,10.1,5,0
"3164",9.1,0.28,0.49,2,0.059,112,3.15,0.46,10.1,5,0
"3335",8,0.32,0.36,4.6,0.042,178,3.29,0.47,12,6,0
"5435",6.2,0.31,0.23,3.3,0.052,113,3.16,0.48,8.4,5,0
"5439",6.2,0.31,0.23,3.3,0.052,113,3.16,0.48,8.4,5,0
"3336",6.1,0.22,0.23,3.1,0.052,104,3.14,0.42,8.7,5,0
"826",7.1,0.46,0.14,2.8,0.076,37,3.36,0.49,10.7,5,1
"828",7.1,0.46,0.14,2.8,0.076,37,3.36,0.49,10.7,5,1
"280",8.9,0.4,0.32,5.6,0.087,47,3.38,0.77,10.5,7,1
"284",8.9,0.4,0.32,5.6,0.087,47,3.38,0.77,10.5,7,1
"1285",7,0.42,0.19,2.3,0.071,36,3.39,0.56,10.9,5,1
"2568",6.5,0.08,0.33,1.9,0.028,93,3.34,0.7,12,7,0
"2573",6.5,0.08,0.33,1.9,0.028,93,3.34,0.7,12,7,0
"1659",7.4,0.2,0.36,1.2,0.038,111,3.36,0.34,9.9,6,0
"2777",6.8,0.25,0.29,2,0.042,189,3.46,0.54,10.2,6,0
"2403",6.6,0.21,0.31,11.4,0.039,165,3.41,0.44,9.8,7,0
"1012",8.9,0.32,0.31,2,0.088,19,3.17,0.55,10.4,6,1
"2631",6.2,0.34,0.29,7.6,0.047,232,3.35,0.62,10,6,0
"415",8.8,0.52,0.34,2.7,0.087,122,3.26,0.61,9.5,5,1
"323",7.8,0.62,0.05,2.3,0.079,18,3.29,0.63,9.3,5,1
"3931",7.5,0.3,0.32,1.4,0.032,161,2.95,0.42,10.5,5,0
"3823",6.9,0.23,0.33,12.8,0.056,169,3.42,0.42,9.8,6,0
"3230",6.9,0.25,0.24,1.8,0.053,121,3.23,0.7,11.4,5,0
"2834",7.7,0.26,0.31,1.3,0.043,155,3.42,0.5,10.1,6,0
"6011",5.8,0.3,0.38,4.9,0.039,86,3.23,0.58,13.1,7,0
"6013",5.8,0.3,0.38,4.9,0.039,86,3.23,0.58,13.1,7,0
"3499",6.7,0.44,0.31,1.9,0.03,104,3.29,0.62,12.6,7,0
"1242",9.8,0.37,0.39,2.5,0.079,65,3.16,0.59,9.8,5,1
"851",9.3,0.43,0.44,1.9,0.085,22,3.28,0.55,9.5,5,1
"852",9.3,0.43,0.44,1.9,0.085,22,3.28,0.55,9.5,5,1
"2206",7.3,0.25,0.29,7.5,0.049,158,3.43,0.38,9.6,5,0
"2207",7.3,0.25,0.29,7.5,0.049,158,3.43,0.38,9.6,5,0
"4247",5.8,0.15,0.28,0.8,0.037,127,3.24,0.51,9.3,5,0
"5024",6.4,0.32,0.27,4.9,0.034,122,3.36,0.71,12.5,6,0
"5028",6.4,0.32,0.27,4.9,0.034,122,3.36,0.71,12.5,6,0
"1487",6.8,0.68,0.21,2.1,0.07,23,3.38,0.6,10.3,5,1
"5532",6.9,0.22,0.28,7.8,0.05,116,3.22,0.6,11.5,8,0
"2869",8.4,0.35,0.56,13.8,0.048,190,3.07,0.58,9.4,6,0
"2874",8.4,0.35,0.56,13.8,0.048,190,3.07,0.58,9.4,6,0
"3267",8.8,0.39,0.34,5.9,0.055,128,2.95,0.51,11.8,6,0
"986",7.4,0.58,0,2,0.064,11,3.45,0.58,11.3,6,1
"6320",6.6,0.27,0.32,1.3,0.044,93,3.11,0.56,12.25,5,0
"4266",5.9,0.34,0.31,2,0.03,142,3.4,0.41,12.9,7,0
"4270",5.9,0.34,0.31,2,0.03,142,3.4,0.41,12.9,7,0
"6176",5.9,0.3,0.29,1.1,0.036,56,3.19,0.38,11.3,5,0
"2635",8.8,0.17,0.38,1.8,0.04,148,3.16,0.67,10.2,6,0
"1015",8,0.58,0.16,2,0.12,7,3.22,0.58,11.2,6,1
"2738",9.2,0.28,0.46,3.2,0.058,133,3.14,0.58,9.5,5,0
"2742",9.2,0.28,0.46,3.2,0.058,133,3.14,0.58,9.5,5,0
"4824",5.7,0.15,0.28,3.7,0.045,151,3.22,0.27,11.2,6,0
"4835",5.7,0.15,0.28,3.7,0.045,151,3.22,0.27,11.2,6,0
"2692",7.1,0.21,0.4,1.2,0.069,156,3.42,0.43,10.6,6,0
"630",7.6,0.685,0.23,2.3,0.111,84,3.21,0.61,9.3,5,1
"4551",7.2,0.2,0.22,1.6,0.044,101,3.37,0.53,10,5,0
"4558",7.2,0.2,0.22,1.6,0.044,101,3.37,0.53,10,5,0
"2641",7.7,0.275,0.3,1,0.039,75,3.01,0.56,10.7,5,0
"1991",6.5,0.36,0.32,1.1,0.031,66,3.1,0.46,10.6,5,0
"3609",8,0.4,0.33,7.7,0.034,98,3.18,0.41,12.2,7,0
"5057",6.1,0.105,0.31,1.3,0.037,145,3.41,0.41,11.1,7,0
"1318",9.9,0.44,0.46,2.2,0.091,41,3.18,0.69,11.9,6,1
"4018",6.3,0.41,0.16,0.9,0.032,98,3.16,0.42,9.5,5,0
"5719",6.5,0.4,0.31,3.5,0.046,147,3.15,0.31,12,7,0
"4343",6.7,0.27,0.33,3.6,0.034,45,3.08,0.4,10.5,6,0
"4344",6.7,0.27,0.33,3.6,0.034,45,3.08,0.4,10.5,6,0
"2673",7.7,0.34,0.3,8,0.048,192,2.97,0.47,10.9,5,0
"4496",7,0.31,0.39,7.5,0.055,218,3.37,0.54,10.3,5,0
"788",10,0.56,0.24,2.2,0.079,58,3.18,0.56,10.1,6,1
"789",10,0.56,0.24,2.2,0.079,58,3.18,0.56,10.1,6,1
"3495",7.9,0.26,0.33,10.3,0.039,212,2.93,0.49,9.5,6,0
"3504",7.9,0.26,0.33,10.3,0.039,212,2.93,0.49,9.5,6,0
"217",8.7,0.625,0.16,2,0.101,49,3.14,0.57,11,5,1
"662",7.5,0.42,0.31,1.6,0.08,42,3.31,0.64,9,5,1
"2663",6.7,0.26,0.26,4.1,0.073,202,3.3,0.67,9.5,5,0
"6040",6.7,0.34,0.31,16.4,0.051,146,3.06,0.54,9.1,5,0
"6042",6.7,0.34,0.31,16.4,0.051,146,3.06,0.54,9.1,5,0
"1995",6.8,0.27,0.12,1.3,0.04,168,3.18,0.41,10,5,0
"2005",6.8,0.27,0.12,1.3,0.04,168,3.18,0.41,10,5,0
"6123",6.7,0.18,0.25,14.3,0.048,149,3.12,0.37,9.7,5,0
"5218",7.1,0.27,0.24,12.6,0.044,118,3.04,0.56,10,7,0
"5221",7.1,0.27,0.24,12.6,0.044,118,3.04,0.56,10,7,0
"2446",6.6,0.22,0.37,15.4,0.035,153,3.02,0.4,9.3,5,0
"5252",6.6,0.085,0.33,1.4,0.036,109,3.27,0.61,9.5,6,0
"3345",6.1,0.34,0.31,12,0.053,238,3.16,0.48,8.6,5,0
"3507",7.9,0.37,0.3,2.7,0.029,158,3.12,0.59,12,7,0
"804",7.7,0.56,0.08,2.5,0.114,46,3.24,0.66,9.6,6,1
"3259",6.6,0.325,0.49,7.7,0.049,217,3.16,0.4,9.3,5,0
"4292",6.9,0.31,0.32,1.2,0.024,166,3.05,0.54,9.8,6,0
"4298",6.9,0.31,0.32,1.2,0.024,166,3.05,0.54,9.8,6,0
"2851",5.7,0.245,0.33,1.1,0.049,150,3.13,0.42,9.3,5,0
"2610",7.6,0.16,0.44,1.4,0.043,109,3.11,0.75,10.3,6,0
"2617",7.6,0.16,0.44,1.4,0.043,109,3.11,0.75,10.3,6,0
"6120",5.8,0.31,0.31,7.5,0.052,230,3.19,0.46,9.8,5,0
"1330",7.4,0.6,0.26,2.1,0.083,91,3.29,0.56,9.8,6,1
"1331",7.4,0.6,0.26,2.1,0.083,91,3.29,0.56,9.8,6,1
"4232",6.8,0.44,0.2,16,0.065,186,3.13,0.45,8.6,5,0
"606",8.3,0.6,0.13,2.6,0.085,24,3.31,0.59,9.2,6,1
"118",7.8,0.56,0.12,2,0.082,28,3.37,0.5,9.4,6,1
"1832",8.2,0.27,0.39,7.8,0.039,208,3.31,0.51,9.5,6,0
"4046",6.6,0.32,0.33,2.5,0.052,210,3.15,0.6,10,5,0
"4918",6.6,0.16,0.35,1.8,0.042,105,3.19,0.75,12.4,7,0
"5576",7,0.32,0.29,7.6,0.025,124,3.15,0.65,12.8,7,0
"5584",7,0.32,0.29,7.6,0.025,124,3.15,0.65,12.8,7,0
"4979",7.6,0.36,0.49,11.3,0.046,221,3.01,0.43,9.2,5,0
"4987",7.6,0.36,0.49,11.3,0.046,221,3.01,0.43,9.2,5,0
"1831",8.3,0.28,0.4,7.8,0.041,194,3.34,0.51,9.6,6,0
"1720",5.9,0.36,0.04,5.7,0.046,87,3.22,0.51,10.2,5,0
"3362",6.4,0.17,0.27,1.5,0.037,98,3.46,0.42,11,7,0
"2385",7.6,0.3,0.27,10.6,0.039,119,3.27,0.3,9.3,6,0
"2389",7.6,0.3,0.27,10.6,0.039,119,3.27,0.3,9.3,6,0
"1343",7.6,0.54,0.02,1.7,0.085,31,3.37,0.51,10.4,6,1
"5139",7.2,0.27,0.31,1.2,0.031,80,3.03,0.33,12.7,6,0
"4252",7.3,0.22,0.31,2.3,0.018,80,3.06,0.34,12.9,7,0
"4091",6,0.2,0.24,5.3,0.075,201,3.21,0.43,9.5,5,0
"1023",7,0.51,0.09,2.1,0.062,9,3.35,0.54,10.5,5,1
"3455",8,0.22,0.28,14,0.053,197,3.14,0.45,9.8,6,0
"3459",8,0.22,0.28,14,0.053,197,3.14,0.45,9.8,6,0
"2400",7.8,0.27,0.58,11.2,0.036,161,3.06,0.41,8.9,6,0
"2405",7.8,0.27,0.58,11.2,0.036,161,3.06,0.41,8.9,6,0
"3568",7.6,0.2,0.31,1.4,0.047,142,3.43,0.53,10.1,6,0
"860",6.8,0.56,0.22,1.8,0.074,24,3.4,0.82,11.2,6,1
"869",6.8,0.56,0.22,1.8,0.074,24,3.4,0.82,11.2,6,1
"666",9.4,0.59,0.14,2,0.084,48,3.14,0.56,9.7,5,1
"6163",5.6,0.26,0.27,10.6,0.03,119,3.4,0.34,10.7,7,0
"749",7.2,0.5,0.18,2.1,0.071,31,3.52,0.72,9.6,6,1
"3738",5.5,0.24,0.32,8.7,0.06,102,3.27,0.31,10.4,5,0
"3945",8.1,0.24,0.26,11,0.043,211,3.11,0.49,10,6,0
"3676",6.8,0.36,0.32,1.6,0.039,124,3.3,0.67,9.6,5,0
"3680",6.8,0.36,0.32,1.6,0.039,124,3.3,0.67,9.6,5,0
"317",9.6,0.56,0.23,3.4,0.102,92,3.3,0.65,10.1,5,1
"4271",5.9,0.3,0.3,2,0.03,142,3.41,0.41,12.9,7,0
"5681",5.7,0.25,0.26,12.5,0.049,106,3.08,0.45,9.4,6,0
"4771",7.3,0.2,0.39,2.3,0.048,87,2.94,0.35,12,6,0
"4776",7.3,0.2,0.39,2.3,0.048,87,2.94,0.35,12,6,0
"362",8.6,0.45,0.31,2.6,0.086,50,3.37,0.91,9.9,6,1
"1645",7.4,0.18,0.31,1.4,0.058,167,3.16,0.53,10,7,0
"6329",6.8,0.32,0.43,1.6,0.05,65,3.27,0.47,10.7,5,0
"656",9.7,0.55,0.17,2.9,0.087,53,3.14,0.61,9.4,5,1
"6273",6,0.28,0.52,6.2,0.028,104,3.28,0.51,11.8,7,0
"6277",6,0.28,0.52,6.2,0.028,104,3.28,0.51,11.8,7,0
"2177",7.1,0.22,0.33,2.8,0.033,153,3.15,0.38,12.7,7,0
"2007",6.9,0.49,0.24,1.2,0.049,125,3.17,0.51,9.4,5,0
"4323",7.5,0.26,0.25,1.7,0.038,129,3.45,0.56,10.4,6,0
"5627",6.4,0.26,0.26,1.1,0.052,176,3.09,0.54,9.3,5,0
"27",7.6,0.41,0.24,1.8,0.08,11,3.28,0.59,9.5,5,1
"3271",7,0.35,0.3,6.5,0.028,87,3.4,0.42,11.4,7,0
"3276",7,0.35,0.3,6.5,0.028,87,3.4,0.42,11.4,7,0
"6087",6.4,0.13,0.28,0.9,0.045,87,3.47,0.52,11.2,6,0
"836",7.6,0.665,0.1,1.5,0.066,55,3.39,0.51,9.3,5,1
"6443",5.6,0.34,0.25,2.5,0.046,182,3.21,0.4,11.3,5,0
"718",7.6,0.46,0.11,2.6,0.079,49,3.21,0.57,10,5,1
"3005",6.3,0.39,0.24,6.9,0.069,117,3.15,0.35,10.2,4,0
"212",8,0.725,0.24,2.8,0.083,62,3.35,0.56,10,6,1
"3167",7.5,0.19,0.49,1.8,0.055,110,3.33,0.44,9.9,5,0
"2487",6.5,0.3,0.32,2,0.044,90,3.37,0.68,11,7,0
"2489",6.5,0.3,0.32,2,0.044,90,3.37,0.68,11,7,0
"4960",7.1,0.18,0.49,1.3,0.033,72,3.05,0.53,11.3,7,0
"3953",7,0.18,0.26,1.4,0.044,89,3.39,0.48,10.7,7,0
"6238",6.5,0.51,0.25,1.7,0.048,177,3.28,0.57,10.6,5,0
"3113",7.3,0.22,0.49,9.9,0.031,161,3.01,0.28,11.2,6,0
"2625",6.2,0.15,0.46,1.6,0.039,123,3.38,0.51,9.7,6,0
"497",7.8,0.52,0.25,1.9,0.081,38,3.43,0.65,9,6,1
"501",7.8,0.52,0.25,1.9,0.081,38,3.43,0.65,9,6,1
"6236",6.5,0.51,0.25,1.7,0.048,177,3.28,0.57,10.5666666666667,5,0
"3577",8.4,0.2,0.27,6.3,0.048,143,3.25,0.5,9.1,6,0
"5346",7.4,0.27,0.28,1.8,0.04,121,3.02,0.4,11.9,5,0
"1464",6.9,0.63,0.01,2.4,0.076,39,3.34,0.53,10.8,6,1
"5050",6.6,0.21,0.29,5.35,0.029,106,2.93,0.43,11.5,7,0
"5051",6.6,0.21,0.29,5.35,0.029,106,2.93,0.43,11.5,7,0
"140",7.8,0.56,0.19,2,0.081,108,3.32,0.54,9.5,5,1
"316",7.1,0.35,0.29,2.5,0.096,53,3.42,0.65,11,6,1
"3687",8.3,0.17,0.31,1.5,0.049,153,3.12,0.58,9.4,6,0
"5901",7.2,0.34,0.23,8.9,0.105,155,3.01,0.58,9.5,5,0
"932",7.4,0.61,0.01,2,0.074,38,3.48,0.65,9.8,5,1
"934",7.4,0.61,0.01,2,0.074,38,3.48,0.65,9.8,5,1
"1629",7.2,0.32,0.36,2,0.033,114,3.1,0.71,12.3,7,0
"2764",8.2,0.23,0.49,0.9,0.057,73,3.07,0.38,10.4,6,0
"6002",6.8,0.43,0.26,5.2,0.043,176,3.17,0.41,12.3,6,0
"2890",8.4,0.16,0.33,1.5,0.033,98,3.14,0.42,9.7,6,0
"1432",7.6,0.43,0.31,2.1,0.069,74,3.26,0.54,9.9,6,1
"5748",6.2,0.2,0.25,15,0.055,120,3.19,0.53,9.6,6,0
"5752",6.2,0.2,0.25,15,0.055,120,3.19,0.53,9.6,6,0
"6483",4.9,0.47,0.17,1.9,0.035,148,3.27,0.35,11.5,6,0
"5465",6,0.31,0.38,4.8,0.04,101,3.24,0.56,13.1,6,0
"6429",6,0.32,0.33,9.9,0.032,90,3.1,0.43,12.1,7,0
"2176",8.2,0.23,0.29,1.8,0.047,187,3.13,0.5,10.2,6,0
"647",7.3,0.67,0.05,3.6,0.107,20,3.4,0.63,10.1,5,1
"4955",5.3,0.32,0.23,9.65,0.026,119,3.18,0.53,12.2,6,0
"5067",6.6,0.24,0.27,10.3,0.047,219,3.04,0.45,8.8,5,0
"3788",6.4,0.18,0.32,9.6,0.052,90,3.35,0.49,9.4,6,0
"3794",6.4,0.18,0.32,9.6,0.052,90,3.35,0.49,9.4,6,0
"188",7.7,0.705,0.1,2.6,0.084,26,3.39,0.49,9.7,5,1
"6251",5.7,0.39,0.25,4.9,0.033,113,3.26,0.58,13.1,7,0
"3961",8.2,0.25,0.46,3.75,0.05,102,3.28,0.58,9.7,5,0
"2101",6.8,0.19,0.58,14.2,0.038,164,3.12,0.48,9.6,6,0
"3670",7.3,0.34,0.3,1.3,0.057,173,3.26,0.51,9.1,6,0
"6016",5.7,0.24,0.47,6.3,0.069,182,3.11,0.46,9.75,5,0
"6010",5.7,0.24,0.47,6.3,0.069,182,3.11,0.46,9.73333333333333,5,0
"5656",6.5,0.43,0.18,13.15,0.032,131,3.23,0.51,10.7,5,0
"2683",7.4,0.2,0.37,16.95,0.048,190,3.03,0.42,9.2,6,0
"2688",7.4,0.2,0.37,16.95,0.048,190,3.03,0.42,9.2,6,0
"64",7,0.735,0.05,2,0.081,54,3.39,0.57,9.8,5,1
"4414",6.7,0.19,0.39,1,0.032,71,3.31,0.38,13,7,0
"4417",6.7,0.19,0.39,1,0.032,71,3.31,0.38,13,7,0
"4326",5.3,0.2,0.31,3.6,0.036,91,3.41,0.5,9.8,6,0
"1142",8.2,0.38,0.32,2.5,0.08,71,3.27,0.85,11,6,1
"5077",7.6,0.31,0.24,1.8,0.037,150,3.05,0.44,11.8,7,0
"5090",7.6,0.31,0.24,1.8,0.037,150,3.05,0.44,11.8,7,0
"4427",6.4,0.14,0.31,1.2,0.034,138,3.38,0.35,11.5,7,0
"4428",6.4,0.14,0.31,1.2,0.034,138,3.38,0.35,11.5,7,0
"3143",7.3,0.14,0.49,1.1,0.038,99,3.2,0.72,10.6,6,0
"4766",5.2,0.34,0.37,6.2,0.031,133,3.25,0.41,12.5,6,0
"6411",7,0.17,0.42,1,0.075,71,3.32,0.62,11.4,6,0
"5962",6.2,0.24,0.27,2.9,0.039,123,3.12,0.37,12.8,6,0
"3842",6.1,0.23,0.45,10.6,0.094,169,3.05,0.54,8.8,5,0
"4788",7,0.17,0.36,6.4,0.055,123,3.11,0.5,11,8,0
"4563",7.5,0.38,0.29,4.9,0.021,113,3.08,0.48,13,7,0
"3214",8,0.29,0.49,11.7,0.035,131,3.14,0.34,10.8,5,0
"432",7.8,0.55,0.35,2.2,0.074,66,3.25,0.56,9.2,5,1
"3498",7.2,0.31,0.41,8.6,0.053,89,3.29,0.64,9.9,6,0
"3449",7,0.24,0.25,1.7,0.042,189,3.25,0.42,11.4,6,0
"4059",6.6,0.33,0.24,16.05,0.045,147,3.08,0.52,9.2,5,0
"4060",6.6,0.33,0.24,16.05,0.045,147,3.08,0.52,9.2,5,0
"5987",7.1,0.21,0.33,1.2,0.039,97,3.11,0.75,11.2,6,0
"3818",7.7,0.28,0.29,6.9,0.041,163,3.44,0.6,10.5,6,0
"2123",5.8,0.36,0.32,1.7,0.033,96,3.03,0.38,11.2,6,0
"25",6.9,0.4,0.14,2.4,0.085,40,3.43,0.63,9.7,6,1
"1340",7.5,0.51,0.02,1.7,0.084,31,3.36,0.54,10.5,6,1
"1341",7.5,0.51,0.02,1.7,0.084,31,3.36,0.54,10.5,6,1
"1342",7.5,0.51,0.02,1.7,0.084,31,3.36,0.54,10.5,6,1
"1344",7.5,0.51,0.02,1.7,0.084,31,3.36,0.54,10.5,6,1
"361",8.2,0.7,0.23,2,0.099,81,3.19,0.7,9.4,5,1
"797",8.7,0.46,0.31,2.5,0.126,64,3.1,0.74,9.6,5,1
"116",9.4,0.4,0.31,2.2,0.09,62,3.07,0.63,10.5,6,1
"2173",7.2,0.2,0.34,2.7,0.032,151,3.16,0.39,12.7,7,0
"2184",6.6,0.25,0.3,1.6,0.046,134,3.42,0.51,10.1,7,0
"881",9.2,0.56,0.18,1.6,0.078,21,3.15,0.49,9.9,5,1
"3182",8.4,0.24,0.49,7.4,0.039,108,3.03,0.33,11.9,7,0
"1141",7.3,0.4,0.3,1.7,0.08,79,3.41,0.65,9.5,6,1
"6095",6.8,0.23,0.39,16.1,0.053,194,3.18,0.64,10.2,6,0
"4258",6.5,0.15,0.44,12.6,0.052,158,3.26,0.7,10.3,7,0
"2031",6.4,0.34,0.1,1.1,0.048,84,3.21,0.38,9.8,5,0
"6315",6.7,0.15,0.32,7.9,0.034,81,3.29,0.31,10,6,0
"6319",6.7,0.15,0.32,7.9,0.034,81,3.29,0.31,10,6,0
"3348",8,0.27,0.24,1.2,0.044,102,3.28,0.42,10.9,5,0
"6343",6,0.14,0.37,1.2,0.032,148,3.32,0.44,11.2,5,0
"6350",6,0.14,0.37,1.2,0.032,148,3.32,0.44,11.2,5,0
"4441",5.5,0.375,0.38,1.7,0.036,98,3.29,0.39,10.5,6,0
"4372",6.2,0.29,0.32,3.6,0.026,138,3.31,0.37,13.1,7,0
"1677",7,0.32,0.34,1.3,0.042,69,3.31,0.65,12,7,0
"3827",7.7,0.27,0.61,12,0.046,179,3.07,0.46,8.9,5,0
"1001",7.5,0.43,0.3,2.2,0.062,12,3.44,0.72,11.5,7,1
"4450",6.7,0.24,0.29,14.9,0.053,136,3.03,0.52,9,5,0
"3920",8,0.2,0.3,8.1,0.037,130,3.1,0.67,11.8,6,0
"3664",6.6,0.22,0.28,4.9,0.042,180,3.3,0.75,9.5,6,0
"3674",6.6,0.22,0.28,4.9,0.042,180,3.3,0.75,9.5,6,0
"2160",6.7,0.21,0.42,9.1,0.049,150,3.12,0.74,9.9,7,0
"5088",7.8,0.2,0.2,1.4,0.036,83,3.03,0.46,11.7,6,0
"3446",7.6,0.26,0.58,7.9,0.041,180,3.07,0.38,9,5,0
"2811",7.3,0.27,0.39,6.7,0.064,188,3.29,0.3,9.7,5,0
"4322",7.6,0.4,0.27,5.2,0.03,101,3.22,0.62,12.3,7,0
"2794",6.2,0.37,0.22,8.3,0.025,216,3.33,0.6,9.6,6,0
"5274",6.6,0.34,0.2,1,0.053,112,3.32,0.55,9.1,5,0
"1379",7.2,0.45,0.15,2,0.078,28,3.29,0.51,9.9,6,1
"4393",6.5,0.37,0.3,2.2,0.033,107,3.22,0.53,13.5,7,0
"4396",6.5,0.37,0.3,2.2,0.033,107,3.22,0.53,13.5,7,0
"4524",6.6,0.22,0.29,14.4,0.046,118,3.05,0.5,9.1,6,0
"4529",6.6,0.22,0.29,14.4,0.046,118,3.05,0.5,9.1,6,0
"5990",6.2,0.25,0.44,15.8,0.057,167,3.14,0.51,9.2,5,0
"5992",6.2,0.25,0.44,15.8,0.057,167,3.14,0.51,9.2,5,0
"1098",8.6,0.52,0.38,1.5,0.096,18,3.2,0.52,9.4,5,1
"1100",8.6,0.52,0.38,1.5,0.096,18,3.2,0.52,9.4,5,1
"3118",8.4,0.23,0.49,7.8,0.035,95,3.04,0.34,12,6,0
"263",8,0.52,0.03,1.7,0.07,35,3.34,0.57,10,5,1
"5047",6,0.17,0.29,9.7,0.044,98,3.12,0.36,9.2,6,0
"3469",8.2,0.18,0.28,8.5,0.035,140,3.04,0.37,10.1,7,0
"2074",5.5,0.16,0.22,4.5,0.03,102,3.24,0.36,9.4,6,0
"4665",7,0.15,0.38,15.3,0.045,120,3.18,0.42,9.8,6,0
"3480",7.7,0.3,0.42,14.3,0.045,213,3.18,0.63,9.2,5,0
"3482",7.7,0.3,0.42,14.3,0.045,213,3.18,0.63,9.2,5,0
"3483",7.7,0.3,0.42,14.3,0.045,213,3.18,0.63,9.2,5,0
"3490",7.7,0.3,0.42,14.3,0.045,213,3.18,0.63,9.2,5,0
"1977",7.3,0.2,0.44,1.4,0.045,98,3.15,0.46,10,7,0
"1980",7.3,0.2,0.44,1.4,0.045,98,3.15,0.46,10,7,0
"3906",5.6,0.295,0.2,2.2,0.049,134,3.21,0.68,10,5,0
"2584",6.9,0.19,0.33,1.6,0.043,149,3.44,0.52,10.8,5,0
"2588",6.9,0.19,0.33,1.6,0.043,149,3.44,0.52,10.8,5,0
"2561",8,0.42,0.36,5,0.037,101,3.13,0.57,12.3,7,0
"4465",5.6,0.19,0.46,1.1,0.032,115,3.36,0.5,10.4,6,0
"712",8.9,0.565,0.34,3,0.093,112,3.38,0.61,9.5,5,1
"3398",6.8,0.23,0.29,15.4,0.073,173,3.06,0.41,8.7,6,0
"3402",6.8,0.23,0.29,15.4,0.073,173,3.06,0.41,8.7,6,0
"3502",8.8,0.23,0.35,10.7,0.04,183,2.93,0.49,9.1,6,0
"100",8.1,0.545,0.18,1.9,0.08,35,3.3,0.59,9,6,1
"103",8.1,0.545,0.18,1.9,0.08,35,3.3,0.59,9,6,1
"5724",6,0.13,0.36,1.6,0.052,72,3.1,0.5,11.5,7,0
"6186",5.4,0.29,0.38,1.2,0.029,132,3.28,0.36,12.4,6,0
"6189",5.4,0.29,0.38,1.2,0.029,132,3.28,0.36,12.4,6,0
"1595",6.2,0.6,0.08,2,0.09,44,3.45,0.58,10.5,5,1
"1530",7.1,0.69,0.08,2.1,0.063,52,3.42,0.6,10.2,6,1
"4684",6.6,0.17,0.35,2.6,0.03,78,3.22,0.72,11.3,6,0
"4690",6.6,0.17,0.35,2.6,0.03,78,3.22,0.72,11.3,6,0
"2276",5.9,0.29,0.25,12,0.057,224,3.23,0.41,9,6,0
"2113",7.4,0.36,0.33,1.4,0.025,55,3.21,0.33,11.2,6,0
"2905",7.9,0.14,0.45,1.8,0.05,114,3.33,0.49,10.7,7,0
"214",8.2,0.57,0.26,2.2,0.06,65,3.3,0.43,10.1,5,1
"4073",6,0.29,0.21,15.55,0.043,142,3.11,0.54,10.1,6,0
"3810",7.4,0.24,0.26,1.6,0.058,150,3.18,0.5,9.9,7,0
"1593",6.3,0.51,0.13,2.3,0.076,40,3.42,0.75,11,6,1
"1597",6.3,0.51,0.13,2.3,0.076,40,3.42,0.75,11,6,1
"3120",8.3,0.2,0.49,1.7,0.038,167,3.05,0.37,10.1,6,0
"3148",7.1,0.36,0.24,1.8,0.025,102,3.34,0.59,12.8,6,0
"5734",6.8,0.27,0.28,7.8,0.038,89,3.24,0.34,12.5,6,0
"3702",6.2,0.34,0.3,11.1,0.047,237,3.18,0.49,8.7,5,0
"2088",7.4,0.29,0.29,1.6,0.045,180,3.34,0.68,10.5,6,0
"4206",7.2,0.2,0.36,2.5,0.028,157,3.48,0.49,10.6,6,0
"6086",6.4,0.15,0.25,7.8,0.05,68,3.16,0.4,9.9,6,0
"5196",6.6,0.17,0.28,1.1,0.034,108,3,0.52,11.9,7,0
"3467",6.9,0.37,0.28,13.8,0.031,137,3.1,0.37,11.6,6,0
"2900",9,0.245,0.38,5.9,0.045,159,2.93,0.35,10.2,6,0
"4200",6.8,0.11,0.42,1.1,0.042,132,3.18,0.74,11.3,7,0
"2928",5.2,0.37,0.33,1.2,0.028,81,3.37,0.38,11.7,6,0
"2394",7.4,0.32,0.27,1.4,0.049,173,3.03,0.52,9.3,5,0
"3789",7.1,0.18,0.32,12.2,0.048,125,2.92,0.54,9.4,6,0
"3793",7.1,0.18,0.32,12.2,0.048,125,2.92,0.54,9.4,6,0
"1514",6.4,0.56,0.15,1.8,0.078,65,3.33,0.6,10.5,6,1
"1063",8,0.38,0.44,1.9,0.098,15,3.3,0.64,11.4,6,1
"5445",6.4,0.32,0.23,16.2,0.055,176,3.26,0.54,9.1,5,0
"5447",6.4,0.32,0.23,16.2,0.055,176,3.26,0.54,9.1,5,0
"264",7.9,0.37,0.23,1.8,0.077,49,3.28,0.67,9.3,5,1
"5485",7.2,0.24,0.36,2,0.029,63,3.13,0.63,12.5,6,0
"5487",7.2,0.24,0.36,2,0.029,63,3.13,0.63,12.5,6,0
"2578",7.7,0.28,0.33,6.7,0.037,155,3.39,0.62,10.7,7,0
"2581",7.7,0.28,0.33,6.7,0.037,155,3.39,0.62,10.7,7,0
"247",7.1,0.68,0.07,1.9,0.075,51,3.38,0.52,9.5,5,1
"2293",5.9,0.37,0.14,6.3,0.036,185,3.17,0.63,9.8,5,0
"5165",8,0.25,0.27,9.7,0.036,85,2.99,0.36,11.2,6,0
"5169",8,0.25,0.27,9.7,0.036,85,2.99,0.36,11.2,6,0
